CID,BDATE,GEN
NASAW00026571,1993-04-20,Female
NASAW00026572,1988-04-11,Male
NASAW00026573,2006-01-20,Female
NASAW00026574,1952-12-07,Female
NASAW00026575,1948-01-20,Male
NASAW00026576,2004-12-08,Female
NASAW00026577,1947-09-15,Male
NASAW00026578,2000-03-06,Male
NASAW00026579,2005-11-27,Male
NASAW00026580,1976-07-03,Male
NASAW00026581,2000-09-17,Female
NASAW00026582,2004-11-17,Male
NASAW00026583,1957-08-20,Female
NASAW00026584,1988-10-01,Male
NASAW00026585,1975-03-20,Female
NASAW00026586,1951-10-04,Female
NASAW00026587,2002-04-18,Female
NASAW00026588,2006-08-10,Male
NASAW00026589,1965-08-24,Female
NASAW00026590,1953-03-22,Male
NASAW00026591,1983-12-22,Male
NASAW00026592,1973-10-16,Female
NASAW00026593,1980-09-02,Male
NASAW00026594,1947-05-26,Male
NASAW00026595,1976-07-10,Male
NASAW00026596,1968-08-07,Female
NASAW00026597,1995-11-28,Male
NASAW00026598,1973-11-12,Male
NASAW00026599,1991-11-10,Male
NASAW00026600,1970-07-07,Female
NASAW00026601,1968-05-18,Female
NASAW00026602,1986-08-10,Male
NASAW00026603,1993-02-27,Female
NASAW00026604,1966-08-29,F
NASAW00026605,1970-08-31,Male
NASAW00026606,1999-01-27,Male
NASAW00026607,1980-01-25,Female
NASAW00026608,1991-11-17,Male
NASAW00026609,1997-05-14,Male
NASAW00026610,1982-09-27,Male
NASAW00026611,1994-12-04,Female
NASAW00026612,1992-03-17,Female
NASAW00026613,1957-07-19,Male
NASAW00026614,1965-01-11,Male
NASAW00026615,1975-04-17,Male
NASAW00026616,2005-02-22,Female
NASAW00026617,1980-04-16,Male
NASAW00026618,1968-11-10,
NASAW00026619,1954-05-11,Female
NASAW00026620,1968-06-09,Female
NASAW00026621,1983-02-28,Male
NASAW00026622,1956-07-30,Female
NASAW00026623,1991-04-19,Male
NASAW00026624,1981-12-25,Male
NASAW00026625,1987-10-07,Female
NASAW00026626,1954-05-12,Male
NASAW00026627,2001-06-06,Female
NASAW00026628,1968-05-17,Male
NASAW00026629,2001-03-06,Male
NASAW00026630,2001-02-16,
NASAW00026631,1984-06-10,Female
NASAW00026632,1992-03-28,Female
NASAW00026633,1982-04-28,Female
NASAW00026634,1991-06-11,Male
NASAW00026635,1993-12-14,Male
NASAW00026636,1961-01-15,Male
NASAW00026637,1989-06-12,Male
NASAW00026638,1962-08-19,Female
NASAW00026639,1993-07-04,Male
NASAW00026640,1967-12-24,Female
NASAW00026641,1993-07-18,Female
NASAW00026642,1946-05-22,Female
NASAW00026643,1967-04-12,Female
NASAW00026644,1983-01-12,Female
NASAW00026645,1972-12-09,Female
NASAW00026646,1953-11-09,Male
NASAW00026647,1947-12-05,Female
NASAW00026648,2005-06-06,Male
NASAW00026649,1995-12-22,Male
NASAW00026650,2001-06-18,Male
NASAW00026651,1973-02-11,Female
NASAW00026652,1995-03-31,Male
NASAW00026653,2005-06-27,Female
NASAW00026654,1987-08-08,Female
NASAW00026655,1988-12-12,Female
NASAW00026656,1979-07-23,Female
NASAW00026657,1962-06-18,Male
NASAW00026658,1997-12-28,Female
NASAW00026659,1970-04-13,Female
NASAW00026660,1946-04-05,Male
NASAW00026661,2003-12-12,Male
NASAW00026662,1959-12-12,Male
NASAW00026663,1981-02-05,Male
NASAW00026664,1999-04-13,Female
NASAW00026665,1974-03-25,Female
NASAW00026666,1947-12-16,Male
NASAW00026667,1986-09-06,Female
NASAW00026668,1956-05-16,Female
NASAW00026669,1994-10-20,Male
NASAW00026670,1992-01-27,Female
NASAW00026671,1966-05-09,Female
NASAW00026672,1973-09-24,Female
NASAW00026673,1948-12-04,Male
NASAW00026674,1977-10-02,Male
NASAW00026675,2005-01-11,Male
NASAW00026676,1945-08-15,Male
NASAW00026677,1945-01-16,Male
NASAW00026678,1985-12-01,Female
NASAW00026679,1992-01-01,Male
NASAW00026680,2003-10-28,Male
NASAW00026681,1949-08-02,Male
NASAW00026682,1945-11-27,Male
NASAW00026683,1993-08-30,Female
NASAW00026684,1996-03-27,Male
NASAW00026685,1963-05-26,Female
NASAW00026686,1978-12-15,Female
NASAW00026687,1960-01-06,Female
NASAW00026688,1951-03-15,Male
NASAW00026689,1996-11-23,Male
NASAW00026690,1984-12-14,
NASAW00026691,2005-11-30,Female
NASAW00026692,1957-01-11,Male
NASAW00026693,1998-04-28,Male
NASAW00026694,2004-05-30,Male
NASAW00026695,1974-10-19,Male
NASAW00026696,1972-06-26,Female
NASAW00026697,1962-12-19,Female
NASAW00026698,2002-11-08,Female
NASAW00026699,1976-07-03,Male
NASAW00026700,1999-09-03,Male
NASAW00026701,1966-07-06,Female
NASAW00026702,1985-11-14,Male
NASAW00026703,1991-03-31,Female
NASAW00026704,1980-11-20,Male
NASAW00026705,1983-12-31,Male
NASAW00026706,1976-05-31,Female
NASAW00026707,1977-10-22,Male
NASAW00026708,1997-08-31,Female
NASAW00026709,1997-07-02,Male
NASAW00026710,2005-09-10,Female
NASAW00026711,1950-10-15,Female
NASAW00026712,2001-04-09,Male
NASAW00026713,1961-10-14,Male
NASAW00026714,1969-08-28,Female
NASAW00026715,1993-07-28,Male
NASAW00026716,1995-06-17,Male
NASAW00026717,1987-06-16,Female
NASAW00026718,1975-04-02,Female
NASAW00026719,1993-02-02,Female
NASAW00026720,1997-08-27,Male
NASAW00026721,1996-09-14,Female
NASAW00026722,1961-06-30,Female
NASAW00026723,1976-02-05,Male
NASAW00026724,1989-04-02,Male
NASAW00026725,1950-01-03,Male
NASAW00026726,1976-11-22,Male
NASAW00026727,1952-03-17,Female
NASAW00026728,1970-08-04,Female
NASAW00026729,1985-01-17,Male
NASAW00026730,2003-12-31,Male
NASAW00026731,1974-08-16,Female
NASAW00026732,2002-02-01,Male
NASAW00026733,2006-09-08,Female
NASAW00026734,1998-10-23,Male
NASAW00026735,1954-04-29,Male
NASAW00026736,1956-06-16,Female
NASAW00026737,1958-09-02,Male
NASAW00026738,1971-04-29,Female
NASAW00026739,1988-05-18,Male
NASAW00026740,1957-02-24,Female
NASAW00026741,1955-06-02,Male
NASAW00026742,1980-04-09,Female
NASAW00026743,1957-06-21,Female
NASAW00026744,1983-02-16,Female
NASAW00026745,1987-06-10,Male
NASAW00026746,1970-10-10,Female
NASAW00026747,1970-11-30,Male
NASAW00026748,1949-11-17,Male
NASAW00026749,1974-11-26,Male
NASAW00026750,2000-06-10,Male
NASAW00026751,1948-04-25,Female
NASAW00026752,1967-06-01,Female
NASAW00026753,1972-07-30,Male
NASAW00026754,1990-04-19,M
NASAW00026755,1957-01-29,Male
NASAW00026756,1959-01-28,Female
NASAW00026757,1995-07-28,Female
NASAW00026758,1985-12-21,Female
NASAW00026759,1994-10-25,Male
NASAW00026760,1989-12-20,Female
NASAW00026761,1975-11-19,Female
NASAW00026762,1977-01-18,Female
NASAW00026763,1990-08-29,Female
NASAW00026764,1979-06-20,Female
NASAW00026765,1947-03-13,Female
NASAW00026766,1979-07-01,Female
NASAW00026767,1992-02-11,Female
NASAW00026768,1972-10-20,Female
NASAW00026769,1955-01-04,Male
NASAW00026770,1949-10-28,Female
NASAW00026771,1968-06-07,Female
NASAW00026772,1975-07-22,Male
NASAW00026773,1970-08-20,Female
NASAW00026774,1957-03-23,Female
NASAW00026775,1970-10-28,Female
NASAW00026776,1955-08-12,Female
NASAW00026777,1978-05-13,female
NASAW00026778,1979-08-07,Male
NASAW00026779,1988-04-11,Female
NASAW00026780,2003-03-16,Male
NASAW00026781,1991-11-19,Female
NASAW00026782,2003-03-02,Female
NASAW00026783,1977-08-27,Female
NASAW00026784,1974-03-22,Male
NASAW00026785,1960-12-26,Male
NASAW00026786,2004-09-04,Male
NASAW00026787,1970-11-29,Female
NASAW00026788,1986-06-14,Male
NASAW00026789,1991-08-20,Male
NASAW00026790,1978-11-11,Female
NASAW00026791,1971-06-04,Male
NASAW00026792,1979-01-02,Female
NASAW00026793,1993-12-10,Male
NASAW00026794,1998-03-19,Male
NASAW00026795,1984-05-04,Female
NASAW00026796,1965-01-14,Female
NASAW00026797,1987-03-13,Male
NASAW00026798,2002-01-18,Female
NASAW00026799,1980-01-11,Male
NASAW00026800,1990-05-13,Female
NASAW00026801,2001-09-08,Female
NASAW00026802,1986-03-20,Female
NASAW00026803,1991-12-20,Female
NASAW00026804,1961-12-17,Female
NASAW00026805,2001-12-03,Male
NASAW00026806,1985-02-08,Male
NASAW00026807,2002-06-08,Female
NASAW00026808,1962-05-19,Male
NASAW00026809,1982-09-03,M
NASAW00026810,1988-12-20,Male
NASAW00026811,2001-05-12,Female
NASAW00026812,1975-02-23,Female
NASAW00026813,1982-12-28,Female
NASAW00026814,1995-09-19,Male
NASAW00026815,2002-06-15,Male
NASAW00026816,1965-05-19,male
NASAW00026817,1966-09-10,Male
NASAW00026818,1954-10-19,Male
NASAW00026819,1976-04-09,Female
NASAW00026820,1954-10-16,Male
NASAW00026821,1968-06-23,Male
NASAW00026822,1963-02-09,Female
NASAW00026823,1991-04-29,Male
NASAW00026824,1970-12-05,Female
NASAW00026825,1951-12-17,Female
NASAW00026826,1961-01-27,Female
NASAW00026827,1969-03-23,Female
NASAW00026828,1954-03-19,Female
NASAW00026829,1998-07-22,Female
NASAW00026830,1963-01-18,Male
NASAW00026831,1958-10-21,Female
NASAW00026832,1968-01-03,Male
NASAW00026833,1956-08-21,Male
NASAW00026834,1948-12-28,Male
NASAW00026835,2001-08-22,Female
NASAW00026836,1965-11-07,Female
NASAW00026837,1963-08-25,Female
NASAW00026838,1945-03-09,Female
NASAW00026839,1963-09-01,Female
NASAW00026840,1980-09-18,Female
NASAW00026841,2002-04-08,Female
NASAW00026842,1948-05-21,Female
NASAW00026843,1958-07-11,Male
NASAW00026844,1969-02-18,Male
NASAW00026845,1976-06-28,Male
NASAW00026846,1987-08-08,Male
NASAW00026847,2004-12-24,Female
NASAW00026848,1948-11-28,Female
NASAW00026849,1993-02-01,Female
NASAW00026850,1949-08-08,Male
NASAW00026851,1967-01-20,Female
NASAW00026852,1958-10-18,Female
NASAW00026853,1948-03-10,Female
NASAW00026854,1966-04-12,Female
NASAW00026855,1951-11-24,Male
NASAW00026856,1999-12-24,M
NASAW00026857,1977-10-19,Male
NASAW00026858,1987-06-18,Male
NASAW00026859,1962-08-13,Female
NASAW00026860,1948-03-17,Female
NASAW00026861,1995-06-17,Male
NASAW00026862,1964-08-23,Female
NASAW00026863,1981-01-19,Female
NASAW00026864,1997-12-09,Male
NASAW00026865,1994-12-06,Male
NASAW00026866,1999-12-15,Female
NASAW00026867,1971-08-27,Female
NASAW00026868,1997-01-08,Male
NASAW00026869,1975-12-22,Female
NASAW00026870,1963-09-16,Male
NASAW00026871,1992-01-25,male
NASAW00026872,1956-04-14,Female
NASAW00026873,1945-02-01,Female
NASAW00026874,1945-11-26,Female
NASAW00026875,1978-03-22,F
NASAW00026876,1973-03-24,F
NASAW00026877,2005-12-14,Female
NASAW00026878,1973-12-31,Male
NASAW00026879,2002-11-30,Female
NASAW00026880,1997-12-31,Male
NASAW00026881,1959-09-12,Female
NASAW00026882,1961-04-20,Male
NASAW00026883,1946-08-18,Male
NASAW00026884,2006-12-03,Male
NASAW00026885,1948-05-03,Female
NASAW00026886,1954-01-14,Male
NASAW00026887,1979-04-03,Female
NASAW00026888,1998-02-01,Male
NASAW00026889,1972-01-10,Male
NASAW00026890,1949-06-08,Male
NASAW00026891,1994-02-16,Male
NASAW00026892,1957-12-16,Female
NASAW00026893,2005-12-12,Male
NASAW00026894,1969-03-09,
NASAW00026895,1956-10-22,Female
NASAW00026896,1971-09-25,Female
NASAW00026897,1998-05-07,Female
NASAW00026898,1966-07-09,Female
NASAW00026899,1956-10-19,Male
NASAW00026900,1946-05-10,Female
NASAW00026901,1956-08-11,Male
NASAW00026902,1993-11-09,Male
NASAW00026903,1968-10-02,Female
NASAW00026904,1950-07-05,Female
NASAW00026905,1995-11-20,Male
NASAW00026906,1975-02-11,Male
NASAW00026907,1999-03-16,Female
NASAW00026908,1955-06-17,Female
NASAW00026909,1981-11-10,Female
NASAW00026910,1991-08-09,Female
NASAW00026911,1978-09-20,Female
NASAW00026912,1986-02-14,Female
NASAW00026913,1964-05-03,Female
NASAW00026914,1945-04-24,Male
NASAW00026915,2002-08-05,Male
NASAW00026916,1980-03-06,Male
NASAW00026917,1978-10-19,Female
NASAW00026918,1961-11-03,Female
NASAW00026919,1982-12-16,Male
NASAW00026920,1982-10-22,Male
NASAW00026921,1983-07-09,Male
NASAW00026922,1971-02-25,Female
NASAW00026923,1985-06-01,Male
NASAW00026924,1993-10-18,Male
NASAW00026925,1971-12-25,Male
NASAW00026926,1950-09-30,Male
NASAW00026927,1998-04-17,Male
NASAW00026928,1959-05-31,Male
NASAW00026929,1962-08-28,Male
NASAW00026930,1962-08-30,Female
NASAW00026931,1960-11-04,Male
NASAW00026932,1975-04-24,Male
NASAW00026933,1979-07-10,Male
NASAW00026934,1997-02-12,Female
NASAW00026935,1948-10-20,Male
NASAW00026936,1969-12-07,Male
NASAW00026937,1972-12-12,Male
NASAW00026938,1961-08-24,Male
NASAW00026939,1967-07-30,Female
NASAW00026940,1984-09-21,Male
NASAW00026941,1996-08-11,Female
NASAW00026942,1948-02-08,Male
NASAW00026943,2000-01-19,Male
NASAW00026944,2002-08-30,Female
NASAW00026945,1955-02-18,Male
NASAW00026946,1975-09-07,Male
NASAW00026947,1963-08-05,Female
NASAW00026948,1990-08-14,Female
NASAW00026949,2000-12-29,Male
NASAW00026950,1975-07-15,Male
NASAW00026951,1996-12-21,Female
NASAW00026952,1975-07-13,Female
NASAW00026953,1996-03-04,Male
NASAW00026954,1975-12-26,Female
NASAW00026955,1956-08-01,Male
NASAW00026956,1946-04-05,Male
NASAW00026957,1995-03-15,Male
NASAW00026958,1995-01-08,Female
NASAW00026959,1990-02-14,Female
NASAW00026960,2006-02-13,Female
NASAW00026961,2001-07-13,Male
NASAW00026962,2000-08-08,Male
NASAW00026963,1977-11-26,Female
NASAW00026964,1977-07-28,Female
NASAW00026965,1996-04-05,Male
NASAW00026966,1986-02-05,Male
NASAW00026967,1960-06-30,Male
NASAW00026968,2005-10-12,Female
NASAW00026969,2001-02-25,Male
NASAW00026970,2004-12-04,Female
NASAW00026971,1976-11-09,Male
NASAW00026972,2003-08-13,Male
NASAW00026973,1957-10-25,Female
NASAW00026974,1984-12-26,Male
NASAW00026975,2003-01-29,Female
NASAW00026976,1949-06-06,Female
NASAW00026977,1972-02-12,Male
NASAW00026978,1962-12-24,Female
NASAW00026979,1960-04-19,Female
NASAW00026980,1962-10-26,Male
NASAW00026981,1947-02-08,Female
NASAW00026982,1965-03-07,Female
NASAW00026983,2001-11-15,Male
NASAW00026984,1971-10-09,Male
NASAW00026985,1987-12-05,Male
NASAW00026986,1968-11-28,Male
NASAW00026987,1948-11-10,Female
NASAW00026988,2005-08-19,Female
NASAW00026989,1992-11-11,Male
NASAW00026990,2000-07-17,Female
NASAW00026991,1966-08-08,Male
NASAW00026992,1961-09-19,Female
NASAW00026993,1959-08-31,Female
NASAW00026994,1969-09-24,Female
NASAW00026995,1984-04-19,Male
NASAW00026996,1984-01-06,Female
NASAW00026997,1971-01-23,Female
NASAW00026998,2001-04-10,Male
NASAW00026999,1948-04-27,Male
NASAW00027000,1986-04-15,Male
NASAW00027001,1951-03-18,Male
NASAW00027002,1957-02-17,Female
NASAW00027003,1991-12-26,Female
NASAW00027004,1980-02-23,Female
NASAW00027005,1956-07-23,Female
NASAW00027006,1972-07-30,Male
NASAW00027007,,Male
NASAW00027008,1949-11-26,Male
NASAW00027009,1984-05-31,Male
NASAW00027010,2006-09-12,Female
NASAW00027011,1996-02-21,Male
NASAW00027012,1970-05-30,Male
NASAW00027013,1946-06-18,Female
NASAW00027014,1970-12-11,Female
NASAW00027015,1952-09-05,Male
NASAW00027016,1986-02-16,Female
NASAW00027017,2006-06-17,Male
NASAW00027018,1947-08-16,Female
NASAW00027019,1945-11-02,Female
NASAW00027020,1991-11-07,Female
NASAW00027021,1948-06-28,Male
NASAW00027022,1983-08-21,Female
NASAW00027023,2003-02-02,Male
NASAW00027024,1968-10-06,Female
NASAW00027025,1951-06-17,Male
NASAW00027026,1995-11-08,Female
NASAW00027027,1956-10-21,Female
NASAW00027028,1949-08-23,Male
NASAW00027029,1975-10-02,Female
NASAW00027030,1955-04-22,Female
NASAW00027031,1955-12-18,Female
NASAW00027032,1960-08-17,Female
NASAW00027033,1953-08-19,Female
NASAW00027034,2000-04-18,Male
NASAW00027035,1948-03-17,Female
NASAW00027036,1974-03-19,M
NASAW00027037,1989-10-05,Female
NASAW00027038,1976-03-14,Male
NASAW00027039,1989-07-27,Male
NASAW00027040,1961-10-08,Female
NASAW00027041,1958-01-05,Male
NASAW00027042,1993-12-17,Female
NASAW00027043,1973-10-15,Male
NASAW00027044,1971-12-22,Female
NASAW00027045,1948-02-04,Female
NASAW00027046,2005-06-28,Female
NASAW00027047,1965-08-28,Female
NASAW00027048,1948-07-01,Male
NASAW00027049,1997-03-30,Male
NASAW00027050,1951-09-04,Male
NASAW00027051,1969-02-14,Male
NASAW00027052,1998-05-22,Male
NASAW00027053,1959-10-13,Female
NASAW00027054,1954-12-04,Male
NASAW00027055,2004-05-15,Male
NASAW00027056,1991-04-29,Female
NASAW00027057,1951-11-25,Female
NASAW00027058,2000-11-10,Female
NASAW00027059,1968-09-30,Female
NASAW00027060,1974-09-04,Male
NASAW00027061,1981-05-08,Male
NASAW00027062,1987-12-29,Female
NASAW00027063,2001-02-07,Female
NASAW00027064,1984-03-27,Male
NASAW00027065,1952-06-13,Male
NASAW00027066,1960-05-07,Male
NASAW00027067,1987-01-07,Female
NASAW00027068,1961-12-16,F
NASAW00027069,1989-03-16,Male
NASAW00027070,2004-07-02,Female
NASAW00027071,1990-07-16,Female
NASAW00027072,1945-04-10,Male
NASAW00027073,1967-07-24,Male
NASAW00027074,2001-10-17,Male
NASAW00027075,1962-02-19,Male
NASAW00027076,1976-11-21,Male
NASAW00027077,1949-11-30,Male
NASAW00027078,1983-10-13,Female
NASAW00027079,2002-09-06,Male
NASAW00027080,1985-01-12,Male
NASAW00027081,1997-11-25,Female
NASAW00027082,1955-07-06,Female
NASAW00027083,2002-10-25,Female
NASAW00027084,1950-03-14,Female
NASAW00027085,1997-08-12,Male
NASAW00027086,1952-11-05,Male
NASAW00027087,1994-10-06,Male
NASAW00027088,2001-01-19,male
NASAW00027089,1961-03-13,Female
NASAW00027090,1980-02-01,Male
NASAW00027091,1981-12-18,male
NASAW00027092,1982-06-14,Male
NASAW00027093,1964-08-10,Female
NASAW00027094,1948-12-14,Female
NASAW00027095,2002-09-01,Female
NASAW00027096,1945-10-09,Female
NASAW00027097,1976-10-12,female
NASAW00027098,1947-05-19,Female
NASAW00027099,1949-05-14,Male
NASAW00027100,1994-03-14,Female
NASAW00027101,2001-02-20,Female
NASAW00027102,1949-04-21,Male
NASAW00027103,1900-01-01,Female
NASAW00027104,1983-09-04,Female
NASAW00027105,1951-12-26,Female
NASAW00027106,1951-01-22,Female
NASAW00027107,1963-12-13,Female
NASAW00027108,1949-04-28,Male
NASAW00027109,1998-06-29,Male
NASAW00027110,1984-06-30,Male
NASAW00027111,2001-07-21,Female
NASAW00027112,1999-11-05,Male
NASAW00027113,1982-01-22,Female
NASAW00027114,1999-09-20,Female
NASAW00027115,1953-05-28,Female
NASAW00027116,1995-07-22,Male
NASAW00027117,1955-09-02,Female
NASAW00027118,1984-05-17,Male
NASAW00027119,2004-12-02,Female
NASAW00027120,1961-11-22,Female
NASAW00027121,2002-07-27,Male
NASAW00027122,1974-10-28,Female
NASAW00027123,2002-11-01,Male
NASAW00027124,1960-11-29,Male
NASAW00027125,1993-04-20,Female
NASAW00027126,1948-03-18,Male
NASAW00027127,1964-02-07,Female
NASAW00027128,1994-10-24,Female
NASAW00027129,1980-06-30,Female
NASAW00027130,1963-04-01,Female
NASAW00027131,1951-09-24,Male
NASAW00027132,1968-03-18,Female
NASAW00027133,1970-07-10,Male
NASAW00027134,1989-07-17,Male
NASAW00027135,1960-04-28,Male
NASAW00027136,1947-04-25,Male
NASAW00027137,1945-03-11,Male
NASAW00027138,2001-11-18,Male
NASAW00027139,1990-02-09,Male
NASAW00027140,1968-01-25,Female
NASAW00027141,1945-11-12,Male
NASAW00027142,1996-09-30,Female
NASAW00027143,1991-09-04,Female
NASAW00027144,1955-03-18,Female
NASAW00027145,1952-07-27,Female
NASAW00027146,1980-07-20,Female
NASAW00027147,1998-10-05,Male
NASAW00027148,1997-12-06,Female
NASAW00027149,1951-09-21,Male
NASAW00027150,1956-03-24,Female
NASAW00027151,2006-11-20,Female
NASAW00027152,1956-11-12,Male
NASAW00027153,1975-07-19,Male
NASAW00027154,1960-03-13,Male
NASAW00027155,1961-02-26,Female
NASAW00027156,1981-12-27,Female
NASAW00027157,1997-06-17,Male
NASAW00027158,1992-08-02,Female
NASAW00027159,1993-07-13,Female
NASAW00027160,1967-06-12,Male
NASAW00027161,1962-03-23,Female
NASAW00027162,1969-08-15,Male
NASAW00027163,1992-10-01,Male
NASAW00027164,1993-07-18,Female
NASAW00027165,1981-11-03,Female
NASAW00027166,1972-03-30,Male
NASAW00027167,2005-01-28,Female
NASAW00027168,1965-10-20,Male
NASAW00027169,2000-08-31,Male
NASAW00027170,1990-12-11,Female
NASAW00027171,1964-12-25,Female
NASAW00027172,2029-12-31,Female
NASAW00027173,1964-05-21,Male
NASAW00027174,2003-09-01,Male
NASAW00027175,1946-03-03,Male
NASAW00027176,2002-08-16,Female
NASAW00027177,1959-02-03,Female
NASAW00027178,1980-11-03,Male
NASAW00027179,1973-06-21,Male
NASAW00027180,1954-12-29,Female
NASAW00027181,1989-02-18,Male
NASAW00027182,1991-12-05,Female
NASAW00027183,1948-12-20,Female
NASAW00027184,1983-04-30,Female
NASAW00027185,1990-01-15,Female
NASAW00027186,1956-08-12,Female
NASAW00027187,1977-05-06,Male
NASAW00027188,1994-12-14,Female
NASAW00027189,2002-04-18,Female
NASAW00027190,1971-06-06,Male
NASAW00027191,2006-11-07,Female
NASAW00027192,1962-05-17,Male
NASAW00027193,1967-10-08,Female
NASAW00027194,1999-01-26,Male
NASAW00027195,1968-02-07,Female
NASAW00027196,1948-11-28,Female
NASAW00027197,1974-09-03,Male
NASAW00027198,2006-08-31,Male
NASAW00027199,1951-11-20,Male
NASAW00027200,1946-12-28,Female
NASAW00027201,1998-11-30,Male
NASAW00027202,2000-06-10,Female
NASAW00027203,1992-04-08,Female
NASAW00027204,1947-01-20,Male
NASAW00027205,1991-04-05,Male
NASAW00027206,1966-06-03,Female
NASAW00027207,1973-08-06,Male
NASAW00027208,1999-02-02,Female
NASAW00027209,1976-02-20,Male
NASAW00027210,1990-07-28,Female
NASAW00027211,1995-04-01,Female
NASAW00027212,2003-05-16,Female
NASAW00027213,1957-12-25,Male
NASAW00027214,1986-01-29,Female
NASAW00027215,1964-12-13,Male
NASAW00027216,1949-02-10,Female
NASAW00027217,2005-05-29,Male
NASAW00027218,1984-10-08,Female
NASAW00027219,1985-01-20,Female
NASAW00027220,1945-01-20,M
NASAW00027221,1962-01-21,Female
NASAW00027222,1988-06-09,Female
NASAW00027223,1950-05-09,Female
NASAW00027224,1985-08-01,Female
NASAW00027225,1951-02-05,Female
NASAW00027226,1987-04-29,Female
NASAW00027227,1953-05-11,Male
NASAW00027228,1958-06-11,Female
NASAW00027229,1982-04-20,Female
NASAW00027230,1990-08-09,Male
NASAW00027231,1968-09-21,Female
NASAW00027232,1972-01-27,Male
NASAW00027233,1984-10-19,Female
NASAW00027234,2006-02-11,Female
NASAW00027235,1987-07-14,Female
NASAW00027236,1951-02-17,Female
NASAW00027237,1947-08-25,Female
NASAW00027238,1952-09-18,Female
NASAW00027239,1947-04-21,Male
NASAW00027240,1950-07-06,Male
NASAW00027241,1974-05-17,Male
NASAW00027242,2005-09-22,Female
NASAW00027243,1956-05-05,Male
NASAW00027244,2001-02-24,Female
NASAW00027245,1987-11-06,Female
NASAW00027246,1968-05-22,Female
NASAW00027247,1971-09-15,Female
